species_id	sample_id	long_reads	short_reads	lrtechnology	numsr	numlr
efae	SAMD00202474	DRR205462	DRR205461	OXFORD_NANOPORE	1	1
efae	SAMN36766200	SRR26465564	SRR26465464	OXFORD_NANOPORE	1	1
efae	SAMN17038105	SRR13258491	SRR13308452	OXFORD_NANOPORE	1	1
efae	SAMN23424740	SRR17662740	SRR17662729	OXFORD_NANOPORE	1	1
efae	SAMN17038069	SRR13256612	SRR13273161	OXFORD_NANOPORE	1	1
efae	SAMN28025462	SRR19612272	SRR19612302	OXFORD_NANOPORE	1	1
efae	SAMN14969421	SRR12136497	SRR12136498	OXFORD_NANOPORE	1	1
efae	SAMN28025461	SRR19612273	SRR19612303	OXFORD_NANOPORE	1	1
efae	SAMN23424739	SRR17662741	SRR17662730	OXFORD_NANOPORE	1	1
efae	SAMN23424486	SRR17030008	SRR17030001	OXFORD_NANOPORE	1	1
efae	SAMN38673174	SRR27089216	SRR27089205	OXFORD_NANOPORE	1	1
efae	SAMN18631322	SRR14507748	SRR14507753	OXFORD_NANOPORE	1	1
efae	SAMN28025465	SRR19612274	SRR19612304	OXFORD_NANOPORE	1	1
efae	SAMN18631320	SRR14507750	SRR14507755	OXFORD_NANOPORE	1	1
efae	SAMN18631313	SRR14507743	SRR14507741	OXFORD_NANOPORE	1	1
efae	SAMN28025445	SRR19612271	SRR19612300	OXFORD_NANOPORE	1	1
efae	SAMN23424742	SRR17662738	SRR17662727	OXFORD_NANOPORE	1	1
efae	SAMD00577372	DRR510790	DRR510783	OXFORD_NANOPORE	1	1
efae	SAMN23424489	SRR17030006	SRR17029998	OXFORD_NANOPORE	1	1
efae	SAMN23424741	SRR17662739	SRR17662728	OXFORD_NANOPORE	1	1
efae	SAMN23424743	SRR17662737	SRR17662752	OXFORD_NANOPORE	1	1
efae	SAMN23424744	SRR17662736	SRR17662751	OXFORD_NANOPORE	1	1
efae	SAMN18631321	SRR14507749	SRR14507754	OXFORD_NANOPORE	1	1
efae	SAMN17922924	SRR14481803	SRR13719224	OXFORD_NANOPORE	1	1
efae	SAMN17922919	SRR14481805	SRR13719229	OXFORD_NANOPORE	1	1
efae	SAMN17922923	SRR14481804	SRR13719225	OXFORD_NANOPORE	1	1
ecol	SAMN24907328	SRR19908744	SRR19908745	OXFORD_NANOPORE	1	1
ecol	SAMN15907166	SRR21465925	SRR12519092	OXFORD_NANOPORE	1	1
ecol	SAMN15488730	SRR12247589	SRR12183945	OXFORD_NANOPORE	1	1
ecol	SAMD00523013	DRR401498	DRR401577	OXFORD_NANOPORE	1	1
ecol	SAMN24907329	SRR18777557	SRR18777558	OXFORD_NANOPORE	1	1
ecol	SAMN15488577	SRR12247507	SRR12183863	OXFORD_NANOPORE	1	1
ecol	SAMN15488693	SRR12247630	SRR12183986	OXFORD_NANOPORE	1	1
ecol	SAMD00523011	DRR401497	DRR401575	OXFORD_NANOPORE	1	1
ecol	SAMD00522975	DRR401493	DRR401539	OXFORD_NANOPORE	1	1
ecol	SAMD00523010	DRR401496	DRR401574	OXFORD_NANOPORE	1	1
ecol	SAMN15488650	SRR12247678	SRR12184034	OXFORD_NANOPORE	1	1
ecol	SAMN15488620	SRR12247711	SRR12184069	OXFORD_NANOPORE	1	1
ecol	SAMN15488629	SRR12247702	SRR12184060	OXFORD_NANOPORE	1	1
ecol	SAMD00523003	DRR401494	DRR401567	OXFORD_NANOPORE	1	1
ecol	SAMN15488713	SRR12247608	SRR12183964	OXFORD_NANOPORE	1	1
ecol	SAMN15488582	SRR12247753	SRR12183857	OXFORD_NANOPORE	1	1
ecol	SAMN15488581	SRR12247754	SRR12183858	OXFORD_NANOPORE	1	1
ecol	SAMN22066472	SRR23291423	SRR16212265	OXFORD_NANOPORE	1	1
ecol	SAMN31759538	SRR22580997	SRR22314985	OXFORD_NANOPORE	1	1
ecol	SAMN34403761	SRR26412750	SRR24324078	OXFORD_NANOPORE	1	1
ecol	SAMN15488535	SRR12247553	SRR12183909	OXFORD_NANOPORE	1	1
ecol	SAMN15488534	SRR12247554	SRR12183910	OXFORD_NANOPORE	1	1
ecol	SAMN15488533	SRR12247555	SRR12183911	OXFORD_NANOPORE	1	1
ecol	SAMN15488702	SRR12247620	SRR12183976	OXFORD_NANOPORE	1	1
ecol	SAMN15488644	SRR12247685	SRR12184041	OXFORD_NANOPORE	1	1
ecol	SAMN15488727	SRR12247593	SRR12183949	OXFORD_NANOPORE	1	1
ecol	SAMN15488709	SRR12247613	SRR12183969	OXFORD_NANOPORE	1	1
ecol	SAMN15488703	SRR12247619	SRR12183975	OXFORD_NANOPORE	1	1
ecol	SAMN15488558	SRR12247528	SRR12183884	OXFORD_NANOPORE	1	1
ecol	SAMN15488567	SRR12247518	SRR12183874	OXFORD_NANOPORE	1	1
ecol	SAMN31390129	SRR22581007	SRR21986335	OXFORD_NANOPORE	1	1
ecol	SAMN31390130	SRR22581006	SRR21986334	OXFORD_NANOPORE	1	1
ecol	SAMN15488647	SRR12247682	SRR12184038	OXFORD_NANOPORE	1	1
ecol	SAMN15488645	SRR12247684	SRR12184040	OXFORD_NANOPORE	1	1
ecol	SAMN15488637	SRR12247693	SRR12184051	OXFORD_NANOPORE	1	1
ecol	SAMN15488636	SRR12247694	SRR12184052	OXFORD_NANOPORE	1	1
ecol	SAMN15488651	SRR12247677	SRR12184033	OXFORD_NANOPORE	1	1
ecol	SAMN15488653	SRR12247675	SRR12184031	OXFORD_NANOPORE	1	1
ecol	SAMN15488652	SRR12247676	SRR12184032	OXFORD_NANOPORE	1	1
ecol	SAMN15488638	SRR12247692	SRR12184048	OXFORD_NANOPORE	1	1
ecol	SAMN15488654	SRR12247674	SRR12184030	OXFORD_NANOPORE	1	1
ecol	SAMN15488576	SRR12247508	SRR12183864	OXFORD_NANOPORE	1	1
ecol	SAMN15488573	SRR12247511	SRR12183867	OXFORD_NANOPORE	1	1
ecol	SAMN15488519	SRR12247571	SRR12183927	OXFORD_NANOPORE	1	1
ecol	SAMN15488609	SRR12247724	SRR12184082	OXFORD_NANOPORE	1	1
ecol	SAMN15488568	SRR12247517	SRR12183873	OXFORD_NANOPORE	1	1
ecol	SAMN14482837	SRR11460449	SRR11460451	OXFORD_NANOPORE	1	1
ecol	SAMN14482836	SRR11460450	SRR11460452	OXFORD_NANOPORE	1	1
ecol	SAMN15488563	SRR12247522	SRR12183878	OXFORD_NANOPORE	1	1
ecol	SAMN15488562	SRR12247523	SRR12183879	OXFORD_NANOPORE	1	1
ecol	SAMN15488483	SRR12247581	SRR12183937	OXFORD_NANOPORE	1	1
ecol	SAMN15488641	SRR12247688	SRR12184044	OXFORD_NANOPORE	1	1
ecol	SAMN15488506	SRR12247585	SRR12183941	OXFORD_NANOPORE	1	1
ecol	SAMN15488520	SRR12247569	SRR12183925	OXFORD_NANOPORE	1	1
ecol	SAMN15488537	SRR12247551	SRR12183907	OXFORD_NANOPORE	1	1
ecol	SAMN15488538	SRR12247550	SRR12183906	OXFORD_NANOPORE	1	1
ecol	SAMN15488539	SRR12247549	SRR12183905	OXFORD_NANOPORE	1	1
ecol	SAMN15488485	SRR12247559	SRR12183915	OXFORD_NANOPORE	1	1
ecol	SAMN15488607	SRR12247726	SRR12183830	OXFORD_NANOPORE	1	1
ecol	SAMN15488515	SRR12247575	SRR12183931	OXFORD_NANOPORE	1	1
ecol	SAMN15488720	SRR12247600	SRR12183956	OXFORD_NANOPORE	1	1
ecol	SAMN15488516	SRR12247574	SRR12183930	OXFORD_NANOPORE	1	1
ecol	SAMN15488514	SRR12247576	SRR12183932	OXFORD_NANOPORE	1	1
ecol	SAMN15488728	SRR12247592	SRR12183948	OXFORD_NANOPORE	1	1
ecol	SAMN15488560	SRR12247525	SRR12183881	OXFORD_NANOPORE	1	1
ecol	SAMN31390136	SRR22580998	SRR21986341	OXFORD_NANOPORE	1	1
ecol	SAMN15488508	SRR12247583	SRR12183939	OXFORD_NANOPORE	1	1
ecol	SAMN15488564	SRR12247521	SRR12183877	OXFORD_NANOPORE	1	1
ecol	SAMN15488614	SRR12247718	SRR12184076	OXFORD_NANOPORE	1	1
ecol	SAMN15488663	SRR12247664	SRR12184020	OXFORD_NANOPORE	1	1
ecol	SAMN15488665	SRR12247662	SRR12184018	OXFORD_NANOPORE	1	1
ecol	SAMN15488701	SRR12247621	SRR12183977	OXFORD_NANOPORE	1	1
ecol	SAMN15488685	SRR12247639	SRR12183995	OXFORD_NANOPORE	1	1
ecol	SAMN15488507	SRR12247584	SRR12183940	OXFORD_NANOPORE	1	1
ecol	SAMN15488674	SRR12247652	SRR12184008	OXFORD_NANOPORE	1	1
ecol	SAMN15488633	SRR12247697	SRR12184055	OXFORD_NANOPORE	1	1
ecol	SAMN15488588	SRR12247747	SRR12183851	OXFORD_NANOPORE	1	1
ecol	SAMN15488589	SRR12247746	SRR12183850	OXFORD_NANOPORE	1	1
ecol	SAMN15488655	SRR12247673	SRR12184029	OXFORD_NANOPORE	1	1
ecol	SAMN15488509	SRR12247582	SRR12183938	OXFORD_NANOPORE	1	1
ecol	SAMN15488711	SRR12247610	SRR12183966	OXFORD_NANOPORE	1	1
ecol	SAMN15488586	SRR12247749	SRR12183853	OXFORD_NANOPORE	1	1
ecol	SAMN15488543	SRR12247544	SRR12183900	OXFORD_NANOPORE	1	1
ecol	SAMN15488717	SRR12247604	SRR12183960	OXFORD_NANOPORE	1	1
ecol	SAMN15488504	SRR12247601	SRR12183957	OXFORD_NANOPORE	1	1
ecol	SAMN15488578	SRR12247506	SRR12183862	OXFORD_NANOPORE	1	1
ecol	SAMN15488598	SRR12247736	SRR12183840	OXFORD_NANOPORE	1	1
ecol	SAMN15488700	SRR12247622	SRR12183978	OXFORD_NANOPORE	1	1
ecol	SAMN31592761	SRR22581002	SRR22179821	OXFORD_NANOPORE	1	1
ecol	SAMN15488552	SRR12247534	SRR12183890	OXFORD_NANOPORE	1	1
ecol	SAMN15488554	SRR12247532	SRR12183888	OXFORD_NANOPORE	1	1
ecol	SAMN15488499	SRR12247657	SRR12184013	OXFORD_NANOPORE	1	1
ecol	SAMN15488500	SRR12247645	SRR12184001	OXFORD_NANOPORE	1	1
ecol	SAMN15488690	SRR12247633	SRR12183989	OXFORD_NANOPORE	1	1
ecol	SAMN15488510	SRR12247580	SRR12183936	OXFORD_NANOPORE	1	1
ecol	SAMN15488664	SRR12247663	SRR12184019	OXFORD_NANOPORE	1	1
ecol	SAMN15488590	SRR12247744	SRR12183848	OXFORD_NANOPORE	1	1
ecol	SAMN15488559	SRR12247527	SRR12183883	OXFORD_NANOPORE	1	1
ecol	SAMN15488616	SRR12247716	SRR12184074	OXFORD_NANOPORE	1	1
ecol	SAMN15488630	SRR12247700	SRR12184058	OXFORD_NANOPORE	1	1
ecol	SAMN31261076	SRR22581008	SRR21882301	OXFORD_NANOPORE	1	1
ecol	SAMN15488617	SRR12247715	SRR12184073	OXFORD_NANOPORE	1	1
ecol	SAMN31390131	SRR22581005	SRR21986333	OXFORD_NANOPORE	1	1
ecol	SAMN15488606	SRR12247727	SRR12183831	OXFORD_NANOPORE	1	1
ecol	SAMN15488642	SRR12247687	SRR12184043	OXFORD_NANOPORE	1	1
ecol	SAMN15488694	SRR12247629	SRR12183985	OXFORD_NANOPORE	1	1
ecol	SAMN15488696	SRR12247627	SRR12183983	OXFORD_NANOPORE	1	1
ecol	SAMN15488707	SRR12247615	SRR12183971	OXFORD_NANOPORE	1	1
ecol	SAMN15488632	SRR12247698	SRR12184056	OXFORD_NANOPORE	1	1
ecol	SAMN15488712	SRR12247609	SRR12183965	OXFORD_NANOPORE	1	1
ecol	SAMN15488608	SRR12247725	SRR12183829	OXFORD_NANOPORE	1	1
ecol	SAMN15488599	SRR12247735	SRR12183839	OXFORD_NANOPORE	1	1
ecol	SAMN15488721	SRR12247599	SRR12183955	OXFORD_NANOPORE	1	1
ecol	SAMN15488676	SRR12247650	SRR12184006	OXFORD_NANOPORE	1	1
ecol	SAMN15488724	SRR12247596	SRR12183952	OXFORD_NANOPORE	1	1
ecol	SAMN15488603	SRR12247730	SRR12183834	OXFORD_NANOPORE	1	1
ecol	SAMN15488719	SRR12247602	SRR12183958	OXFORD_NANOPORE	1	1
ecol	SAMN15488714	SRR12247607	SRR12183963	OXFORD_NANOPORE	1	1
ecol	SAMN15488718	SRR12247603	SRR12183959	OXFORD_NANOPORE	1	1
ecol	SAMN15488613	SRR12247719	SRR12184077	OXFORD_NANOPORE	1	1
ecol	SAMN15488716	SRR12247605	SRR12183961	OXFORD_NANOPORE	1	1
ecol	SAMN15488541	SRR12247546	SRR12183902	OXFORD_NANOPORE	1	1
ecol	SAMN15488684	SRR12247640	SRR12183996	OXFORD_NANOPORE	1	1
ecol	SAMN15488692	SRR12247631	SRR12183987	OXFORD_NANOPORE	1	1
ecol	SAMN15488662	SRR12247665	SRR12184021	OXFORD_NANOPORE	1	1
ecol	SAMN15488687	SRR12247637	SRR12183993	OXFORD_NANOPORE	1	1
ecol	SAMN32801356	SRR26643504	SRR23130247	OXFORD_NANOPORE	1	1
ecol	SAMN15488601	SRR12247732	SRR12183836	OXFORD_NANOPORE	1	1
ecol	SAMN15488600	SRR12247733	SRR12183837	OXFORD_NANOPORE	1	1
ecol	SAMN15488496	SRR12247690	SRR12184046	OXFORD_NANOPORE	1	1
ecol	SAMN41494450	SRR29131296	SRR29131321	OXFORD_NANOPORE	1	2
ecol	SAMN15488584	SRR12247751	SRR12183855	OXFORD_NANOPORE	1	1
ecol	SAMN35349453	SRR24843436	SRR24843435	OXFORD_NANOPORE	1	1
ecol	SAMN36828864	SRR25689481	SRR25510054	OXFORD_NANOPORE	1	1
ecol	SAMN05215988	SRR11561175	SRR3657284	OXFORD_NANOPORE	1	1
kpne	SAMEA3357226	ERR10367368	ERR1008790	OXFORD_NANOPORE	1	1
kpne	SAMEA3357155	ERR10367356	ERR1008755	OXFORD_NANOPORE	1	1
kpne	SAMEA3357277	ERR10367375	ERR1008739	OXFORD_NANOPORE	1	1
kpne	SAMN06112224	SRR21864872	SRR5082469	OXFORD_NANOPORE	1	1
kpne	SAMN34174867	SRR26412752	SRR24163203	OXFORD_NANOPORE	1	1
kpne	SAMEA3357378	ERR10367383	ERR1023673	OXFORD_NANOPORE	1	1
kpne	SAMEA3357081	ERR10367349	ERR1008638	OXFORD_NANOPORE	1	1
kpne	SAMEA3357187	ERR10367361	ERR1008772	OXFORD_NANOPORE	1	1
kpne	SAMEA3357113	ERR10367352	ERR1023815	OXFORD_NANOPORE	1	1
kpne	SAMN33288246	SRR26643501	SRR23456126	OXFORD_NANOPORE	1	1
kpne	SAMEA3357345	ERR10367380	ERR1023648	OXFORD_NANOPORE	1	1
kpne	SAMEA3357346	ERR10367381	ERR1023649	OXFORD_NANOPORE	1	2
kpne	SAMEA3357107	ERR10367351	ERR1023812	OXFORD_NANOPORE	1	1
kpne	SAMEA3357157	ERR10367357	ERR1008756	OXFORD_NANOPORE	1	1
kpne	SAMEA3357262	ERR10367373	ERR1015290	OXFORD_NANOPORE	1	1
kpne	SAMEA3357140	ERR10367355	ERR1023838	OXFORD_NANOPORE	1	1
kpne	SAMEA3357174	ERR10367360	ERR1023860	OXFORD_NANOPORE	1	1
kpne	SAMEA3357421	ERR10367386	ERR1023693	OXFORD_NANOPORE	1	1
kpne	SAMN06112218	SRR21864874	SRR5082459	OXFORD_NANOPORE	1	1
kpne	SAMN37984267	SRR27348734	SRR26519291	OXFORD_NANOPORE	1	1
kpne	SAMN37984268	SRR27348733	SRR26519290	OXFORD_NANOPORE	1	1
kpne	SAMEA3357130	ERR10367354	ERR1023829	OXFORD_NANOPORE	1	1
kpne	SAMN17608176	SRR23291426	SRR13563379	OXFORD_NANOPORE	1	1
kpne	SAMEA3356970	ERR10367339	ERR1008661	OXFORD_NANOPORE	1	1
kpne	SAMN33193817	SRR26412753	SRR23652576	OXFORD_NANOPORE	1	1
kpne	SAMEA3357208	ERR10367364	ERR1008781	OXFORD_NANOPORE	1	1
kpne	SAMN06112222	SRR21864873	SRR5082454	OXFORD_NANOPORE	1	1
kpne	SAMEA3357161	ERR10367359	ERR1008758	OXFORD_NANOPORE	1	1
kpne	SAMEA3357237	ERR10367370	ERR1008793	OXFORD_NANOPORE	1	1
kpne	SAMEA3357126	ERR10367353	ERR1023825	OXFORD_NANOPORE	1	1
kpne	SAMEA3357260	ERR10367372	ERR1023722	OXFORD_NANOPORE	1	1
kpne	SAMEA3357219	ERR10367365	ERR1008712	OXFORD_NANOPORE	1	1
kpne	SAMEA3357158	ERR10367358	ERR1023852	OXFORD_NANOPORE	1	1
kpne	SAMEA3357086	ERR10367350	ERR1023804	OXFORD_NANOPORE	1	1
kpne	SAMEA3357003	ERR10367341	ERR1008678	OXFORD_NANOPORE	1	1
kpne	SAMN21919088	SRR23291425	SRR16133933	OXFORD_NANOPORE	1	1
kpne	SAMN21919093	SRR23291424	SRR16133928	OXFORD_NANOPORE	1	1
kpne	SAMEA3357075	ERR10367347	ERR1023799	OXFORD_NANOPORE	1	1
kpne	SAMEA3357269	ERR10367374	ERR1015293	OXFORD_NANOPORE	1	1
kpne	SAMEA3357256	ERR10367371	ERR1015288	OXFORD_NANOPORE	1	1
kpne	SAMEA3357233	ERR10367369	ERR1008791	OXFORD_NANOPORE	1	1
kpne	SAMN34174964	SRR26412749	SRR24163252	OXFORD_NANOPORE	1	1
kpne	SAMEA3356991	ERR10367340	ERR1023765	OXFORD_NANOPORE	1	1
kpne	SAMEA3357191	ERR10367362	ERR1008774	OXFORD_NANOPORE	1	1
paer	SAMN20674994	SRR23471091	SRR15377046	OXFORD_NANOPORE	1	1
paer	SAMN21924085	SRR26382870	SRR16132282	OXFORD_NANOPORE	1	2
paer	SAMN19677608	SRR26382868	SRR14792845	OXFORD_NANOPORE	1	2
paer	SAMN24144990	SRR25479596	SRR17250613	OXFORD_NANOPORE	1	2
paer	SAMN19952162	SRR26643497	SRR14996240	OXFORD_NANOPORE	1	2
paer	SAMN26564914	SRR26643508	SRR18292461	OXFORD_NANOPORE	1	1
paer	SAMN15907129	SRR26305336	SRR12519132	OXFORD_NANOPORE	1	2
paer	SAMN27182104	SRR26643498	SRR18568252	OXFORD_NANOPORE	1	1
paer	SAMN15907131	SRR26382869	SRR12519130	OXFORD_NANOPORE	1	2
paer	SAMN15907130	SRR26643496	SRR12519131	OXFORD_NANOPORE	1	1
paer	SAMN31152632	SRR24326781	SRR21802861	OXFORD_NANOPORE	1	1
paer	SAMN24144973	SRR24178932	SRR17250632	OXFORD_NANOPORE	1	1
paer	SAMN28788565	SRR24326780	SRR19462081	OXFORD_NANOPORE	1	1
paer	SAMN26420017	SRR26643509	SRR18214929	OXFORD_NANOPORE	1	1
paer	SAMN24145079	SRR25479595	SRR17250639	OXFORD_NANOPORE	1	2
paer	SAMN18313855	SRR25479590	SRR13965520	OXFORD_NANOPORE	1	1
paer	SAMN19313504	SRR14628202	SRR14628317	OXFORD_NANOPORE	1	1
paer	SAMN32978018	SRR26643505	SRR23290097	OXFORD_NANOPORE	1	1
paer	SAMN19313508	SRR14628372	SRR14628313	OXFORD_NANOPORE	1	1
paer	SAMN19317583	SRR25479589	SRR14634842	OXFORD_NANOPORE	1	1
paer	SAMN19952140	SRR26382867	SRR14996233	OXFORD_NANOPORE	1	1
paer	SAMN20960116	SRR26412747	SRR15597964	OXFORD_NANOPORE	1	2
paer	SAMN21924083	SRR25479597	SRR16132284	OXFORD_NANOPORE	1	2
paer	SAMN19952165	SRR26382866	SRR14996237	OXFORD_NANOPORE	1	2
paer	SAMN21493905	SRR26412754	SRR15948157	OXFORD_NANOPORE	1	2
paer	SAMN30655618	SRR24326782	SRR21410263	OXFORD_NANOPORE	1	1
paer	SAMN32801360	SRR26643507	SRR23130243	OXFORD_NANOPORE	1	1
paer	SAMN21493832	SRR26412746	SRR15948237	OXFORD_NANOPORE	1	2
paer	SAMN16822479	SRR25479587	SRR13075495	OXFORD_NANOPORE	1	1
paer	SAMN17039450	SRR26382871	SRR13228578	OXFORD_NANOPORE	1	2
paer	SAMN27182090	SRR26643499	SRR18568268	OXFORD_NANOPORE	1	1
paer	SAMN19313485	SRR14628222	SRR14628338	OXFORD_NANOPORE	1	1
paer	SAMN19313498	SRR14628208	SRR14628324	OXFORD_NANOPORE	1	1
paer	SAMN19313527	SRR14628351	SRR14628292	OXFORD_NANOPORE	1	1
paer	SAMN19313525	SRR14628353	SRR14628294	OXFORD_NANOPORE	1	1
paer	SAMN19313519	SRR14628360	SRR14628301	OXFORD_NANOPORE	1	1
paer	SAMN19313499	SRR14628207	SRR14628323	OXFORD_NANOPORE	1	1
paer	SAMN19313481	SRR14628227	SRR14628342	OXFORD_NANOPORE	1	1
paer	SAMN19313496	SRR14628210	SRR14628326	OXFORD_NANOPORE	1	1
paer	SAMN38646029	SRR28361136	SRR27050459	OXFORD_NANOPORE	1	1
paer	SAMN19313515	SRR14628364	SRR14628305	OXFORD_NANOPORE	1	1
paer	SAMN19313516	SRR14628363	SRR14628304	OXFORD_NANOPORE	1	1
paer	SAMN19313526	SRR14628352	SRR14628293	OXFORD_NANOPORE	1	1
paer	SAMN19313483	SRR14628225	SRR14628340	OXFORD_NANOPORE	1	1
paer	SAMN19313484	SRR14628224	SRR14628339	OXFORD_NANOPORE	1	1
paer	SAMN32978017	SRR26643506	SRR23290098	OXFORD_NANOPORE	1	1
paer	SAMN19313478	SRR14628230	SRR14628346	OXFORD_NANOPORE	1	1
paer	SAMN19313505	SRR14628375	SRR14628316	OXFORD_NANOPORE	1	1
paer	SAMN19313518	SRR14628361	SRR14628302	OXFORD_NANOPORE	1	1
paer	SAMN19313523	SRR14628356	SRR14628296	OXFORD_NANOPORE	1	1
paer	SAMN19313491	SRR14628216	SRR14628331	OXFORD_NANOPORE	1	1
paer	SAMN19313513	SRR14628367	SRR14628307	OXFORD_NANOPORE	1	1
paer	SAMN19313494	SRR14628213	SRR14628328	OXFORD_NANOPORE	1	1
paer	SAMN19313480	SRR14628228	SRR14628344	OXFORD_NANOPORE	1	1
paer	SAMN19313502	SRR14628204	SRR14628319	OXFORD_NANOPORE	1	1
paer	SAMN19313509	SRR14628371	SRR14628312	OXFORD_NANOPORE	1	1
paer	SAMN19313492	SRR14628215	SRR14628330	OXFORD_NANOPORE	1	1
paer	SAMN19313495	SRR14628211	SRR14628327	OXFORD_NANOPORE	1	1
paer	SAMN19313517	SRR14628362	SRR14628303	OXFORD_NANOPORE	1	1
paer	SAMN19313507	SRR14628373	SRR14628314	OXFORD_NANOPORE	1	1
paer	SAMN19313493	SRR14628214	SRR14628329	OXFORD_NANOPORE	1	1
paer	SAMN19313530	SRR14628262	SRR14628349	OXFORD_NANOPORE	1	1
paer	SAMN19313482	SRR14628226	SRR14628341	OXFORD_NANOPORE	1	1
paer	SAMN19313529	SRR14628271	SRR14628350	OXFORD_NANOPORE	1	1
saur	SAMN32360836	SRR22859719	SRR22859924	OXFORD_NANOPORE	1	1
saur	SAMN32360850	SRR22859703	SRR22859836	OXFORD_NANOPORE	1	1
saur	SAMN32360834	SRR22859781	SRR22859926	OXFORD_NANOPORE	1	1
saur	SAMN32360854	SRR22859994	SRR22859832	OXFORD_NANOPORE	1	1
saur	SAMN32360857	SRR22859991	SRR22859828	OXFORD_NANOPORE	1	1
saur	SAMN32360837	SRR22859718	SRR22859922	OXFORD_NANOPORE	1	1
saur	SAMN32360803	SRR22859921	SRR22859764	OXFORD_NANOPORE	1	1
saur	SAMN32360801	SRR22860045	SRR22859766	OXFORD_NANOPORE	1	1
saur	SAMN32360828	SRR22859823	SRR22859932	OXFORD_NANOPORE	1	1
saur	SAMN32360819	SRR22859946	SRR22859943	OXFORD_NANOPORE	1	1
saur	SAMN32360949	SRR22859868	SRR22859799	OXFORD_NANOPORE	1	1
saur	SAMN32360816	SRR22859856	SRR22859947	OXFORD_NANOPORE	1	1
saur	SAMN32360827	SRR22860004	SRR22859933	OXFORD_NANOPORE	1	1
saur	SAMN32360807	SRR22859977	SRR22859759	OXFORD_NANOPORE	1	1
saur	SAMN32360870	SRR22859976	SRR22859739	OXFORD_NANOPORE	1	1
saur	SAMN32360955	SRR22859861	SRR22859794	OXFORD_NANOPORE	1	1
saur	SAMN32360812	SRR22860022	SRR22859754	OXFORD_NANOPORE	1	1
saur	SAMN32360898	SRR22859777	SRR22860002	OXFORD_NANOPORE	1	1
saur	SAMN32360947	SRR22859870	SRR22859801	OXFORD_NANOPORE	1	1
saur	SAMN32360859	SRR22859989	SRR22859826	OXFORD_NANOPORE	1	1
saur	SAMN32360937	SRR22859955	SRR22859908	OXFORD_NANOPORE	1	1
saur	SAMN32360851	SRR22859702	SRR22859835	OXFORD_NANOPORE	1	1
saur	SAMN32360906	SRR22860037	SRR22859824	OXFORD_NANOPORE	1	1
saur	SAMN32360968	SRR22859773	SRR22859779	OXFORD_NANOPORE	1	1
saur	SAMN32360885	SRR22859886	SRR22860017	OXFORD_NANOPORE	1	1
saur	SAMN32360910	SRR22860032	SRR22859819	OXFORD_NANOPORE	1	1
saur	SAMN32360917	SRR22860025	SRR22859811	OXFORD_NANOPORE	1	1
saur	SAMN32360867	SRR22859980	SRR22859742	OXFORD_NANOPORE	1	1
saur	SAMN32360958	SRR22859858	SRR22859790	OXFORD_NANOPORE	1	1
saur	SAMN32360928	SRR22859965	SRR22859918	OXFORD_NANOPORE	1	1
saur	SAMN32360843	SRR22859711	SRR22859844	OXFORD_NANOPORE	1	1
saur	SAMN32360889	SRR22859882	SRR22860012	OXFORD_NANOPORE	1	1
saur	SAMN32360825	SRR22859731	SRR22859937	OXFORD_NANOPORE	1	1
saur	SAMN32360961	SRR22859854	SRR22859787	OXFORD_NANOPORE	1	1
saur	SAMN32360945	SRR22859872	SRR22859900	OXFORD_NANOPORE	1	1
saur	SAMN32360935	SRR22859957	SRR22859911	OXFORD_NANOPORE	1	1
saur	SAMN32360918	SRR22860024	SRR22859810	OXFORD_NANOPORE	1	1
saur	SAMN32360814	SRR22859952	SRR22859752	OXFORD_NANOPORE	1	1
saur	SAMN32360890	SRR22859880	SRR22860011	OXFORD_NANOPORE	1	1
saur	SAMN32360971	SRR22859769	SRR22859722	OXFORD_NANOPORE	1	1
saur	SAMN32360969	SRR22859772	SRR22859724	OXFORD_NANOPORE	1	1
saur	SAMN32360970	SRR22859770	SRR22859723	OXFORD_NANOPORE	1	1
saur	SAMN32360944	SRR22859873	SRR22859901	OXFORD_NANOPORE	1	1
saur	SAMN32360960	SRR22859855	SRR22859788	OXFORD_NANOPORE	1	1
saur	SAMN32360951	SRR22859865	SRR22859798	OXFORD_NANOPORE	1	1
saur	SAMN32360833	SRR22859792	SRR22859928	OXFORD_NANOPORE	1	1
saur	SAMN32360853	SRR22859995	SRR22859833	OXFORD_NANOPORE	1	1
saur	SAMN32360972	SRR22859768	SRR22859721	OXFORD_NANOPORE	1	1
saur	SAMN32360901	SRR22860042	SRR22859999	OXFORD_NANOPORE	1	1
saur	SAMN32360883	SRR22859888	SRR22860019	OXFORD_NANOPORE	1	1
saur	SAMN32360896	SRR22859874	SRR22860005	OXFORD_NANOPORE	1	1
saur	SAMN32360802	SRR22859935	SRR22859765	OXFORD_NANOPORE	1	1
saur	SAMN32360899	SRR22859776	SRR22860001	OXFORD_NANOPORE	1	1
saur	SAMN32360900	SRR22860043	SRR22860000	OXFORD_NANOPORE	1	1
saur	SAMN32360941	SRR22859950	SRR22859904	OXFORD_NANOPORE	1	1
saur	SAMN32360942	SRR22859949	SRR22859903	OXFORD_NANOPORE	1	1
saur	SAMN32360946	SRR22859871	SRR22859899	OXFORD_NANOPORE	1	1
saur	SAMN32360933	SRR22859959	SRR22859913	OXFORD_NANOPORE	1	1
